unit,date_init,date_end,value_replace
Moyopampa,"(2024,4,4,7,0)","(2024,4,5,0,0)",32.64736507
Moyopampa,"(2024,4,5,0,0)","(2024,4,6,0,0)",32.64736507
Moyopampa,"(2024,4,6,0,0)","(2024,4,7,0,0)",32.64736507
Moyopampa,"(2024,4,21,7,0)","(2024,4,21,17,0)",32.64736507
Moyopampa,"(2024,6,27,7,0)","(2024,6,27,17,0)",32.64736507
Moyopampa,"(2023,10,6,7,0)","(2023,10,6,17,0)",32.89899925
Moyopampa,"(2023,11,22,0,0)","(2023,11,23,0,0)",32.89899925
Moyopampa,"(2023,11,23,0,0)","(2023,11,24,0,0)",32.89899925
Moyopampa,"(2023,11,24,0,0)","(2023,11,25,0,0)",32.89899925
Moyopampa,"(2023,11,25,0,0)","(2023,11,26,0,0)",32.89899925
Moyopampa,"(2023,11,26,0,0)","(2023,11,27,0,0)",32.89899925
Moyopampa,"(2023,11,27,0,0)","(2023,11,28,0,0)",32.89899925
Moyopampa,"(2023,11,28,0,0)","(2023,11,29,0,0)",32.89899925
Moyopampa,"(2023,12,20,6,0)","(2023,12,20,17,0)",32.89899925
Moyopampa,"(2024,3,30,6,0)","(2024,3,31,0,0)",32.89899925
Moyopampa,"(2024,3,30,7,0)","(2024,3,30,17,0)",32.89899925
Moyopampa,"(2024,3,31,6,0)","(2024,4,1,0,0)",32.89899925
Moyopampa,"(2024,4,8,7,0)","(2024,4,9,0,0)",32.89899925
Moyopampa,"(2024,4,9,0,0)","(2024,4,10,0,0)",32.89899925
Moyopampa,"(2024,4,10,0,0)","(2024,4,11,0,0)",32.89899925
Moyopampa,"(2024,4,21,7,0)","(2024,4,21,17,0)",32.89899925
Moyopampa,"(2024,6,28,7,0)","(2024,6,28,17,0)",32.89899925
Quitaracsa,"(2023,7,1,0,0)","(2023,7,2,0,0)",100
Quitaracsa,"(2023,7,2,0,0)","(2023,7,3,0,0)",100
Quitaracsa,"(2023,7,3,0,0)","(2023,7,4,0,0)",100
Quitaracsa,"(2023,7,4,0,0)","(2023,7,5,0,0)",100
Quitaracsa,"(2023,7,5,0,0)","(2023,7,6,0,0)",100
Quitaracsa,"(2023,7,6,0,0)","(2023,7,7,0,0)",100
Quitaracsa,"(2023,7,7,0,0)","(2023,7,8,0,0)",100
Quitaracsa,"(2023,7,8,0,0)","(2023,7,9,0,0)",100
Quitaracsa,"(2023,7,9,0,0)","(2023,7,10,0,0)",100
Quitaracsa,"(2023,7,10,0,0)","(2023,7,11,0,0)",100
Quitaracsa,"(2023,7,11,0,0)","(2023,7,12,0,0)",100
Quitaracsa,"(2023,7,12,0,0)","(2023,7,13,0,0)",100
Quitaracsa,"(2023,7,13,0,0)","(2023,7,14,0,0)",100
Quitaracsa,"(2023,7,14,0,0)","(2023,7,15,0,0)",100
Quitaracsa,"(2023,7,15,0,0)","(2023,7,16,0,0)",100
Quitaracsa,"(2023,7,16,0,0)","(2023,7,17,0,0)",100
Quitaracsa,"(2023,7,16,0,0)","(2023,7,17,0,0)",100
Quitaracsa,"(2023,7,17,0,0)","(2023,7,18,0,0)",100
Quitaracsa,"(2023,7,17,0,0)","(2023,7,18,0,0)",100
Quitaracsa,"(2023,7,18,0,0)","(2023,7,19,0,0)",100
Quitaracsa,"(2023,7,18,0,0)","(2023,7,19,0,0)",100
Quitaracsa,"(2023,7,19,0,0)","(2023,7,20,0,0)",100
Quitaracsa,"(2023,7,19,0,0)","(2023,7,20,0,0)",100
Quitaracsa,"(2023,7,20,0,0)","(2023,7,21,0,0)",100
Quitaracsa,"(2023,7,20,0,0)","(2023,7,21,0,0)",100
Quitaracsa,"(2023,7,21,0,0)","(2023,7,22,0,0)",100
Quitaracsa,"(2023,7,21,0,0)","(2023,7,22,0,0)",100
Quitaracsa,"(2023,7,22,0,0)","(2023,7,23,0,0)",100
Quitaracsa,"(2023,7,22,0,0)","(2023,7,23,0,0)",100
Quitaracsa,"(2023,7,23,0,0)","(2023,7,24,0,0)",100
Quitaracsa,"(2023,7,23,0,0)","(2023,7,24,0,0)",100
Quitaracsa,"(2023,7,24,0,0)","(2023,7,25,0,0)",100
Quitaracsa,"(2023,7,24,0,0)","(2023,7,25,0,0)",100
Quitaracsa,"(2023,7,25,0,0)","(2023,7,26,0,0)",100
Quitaracsa,"(2023,7,25,0,0)","(2023,7,26,0,0)",100
Quitaracsa,"(2023,7,26,0,0)","(2023,7,27,0,0)",100
Quitaracsa,"(2023,7,26,0,0)","(2023,7,27,0,0)",100
Quitaracsa,"(2023,7,27,0,0)","(2023,7,28,0,0)",100
Quitaracsa,"(2023,7,27,0,0)","(2023,7,28,0,0)",100
Quitaracsa,"(2023,7,28,0,0)","(2023,7,29,0,0)",100
Quitaracsa,"(2023,7,28,0,0)","(2023,7,29,0,0)",100
Quitaracsa,"(2023,7,29,0,0)","(2023,7,30,0,0)",100
Quitaracsa,"(2023,7,29,0,0)","(2023,7,30,0,0)",100
Quitaracsa,"(2023,7,30,0,0)","(2023,7,31,0,0)",100
Quitaracsa,"(2023,7,30,0,0)","(2023,7,31,0,0)",100
Quitaracsa,"(2023,7,31,0,0)","(2023,8,1,0,0)",100
Quitaracsa,"(2023,7,31,0,0)","(2023,8,1,0,0)",100
Quitaracsa,"(2023,8,1,0,0)","(2023,8,2,0,0)",100
Quitaracsa,"(2023,8,1,0,0)","(2023,8,2,0,0)",100
Quitaracsa,"(2023,8,2,0,0)","(2023,8,3,0,0)",100
Quitaracsa,"(2023,8,2,0,0)","(2023,8,3,0,0)",100
Quitaracsa,"(2023,8,3,0,0)","(2023,8,4,0,0)",100
Quitaracsa,"(2023,8,3,0,0)","(2023,8,4,0,0)",100
Quitaracsa,"(2023,8,4,0,0)","(2023,8,5,0,0)",100
Quitaracsa,"(2023,8,4,0,0)","(2023,8,5,0,0)",100
Quitaracsa,"(2023,8,5,0,0)","(2023,8,6,0,0)",100
Quitaracsa,"(2023,8,5,0,0)","(2023,8,6,0,0)",100
Quitaracsa,"(2023,8,6,0,0)","(2023,8,7,0,0)",100
Quitaracsa,"(2023,8,6,0,0)","(2023,8,7,0,0)",100
Quitaracsa,"(2023,8,7,0,0)","(2023,8,8,0,0)",100
Quitaracsa,"(2023,8,7,0,0)","(2023,8,8,0,0)",100
Quitaracsa,"(2023,8,8,0,0)","(2023,8,9,0,0)",100
Quitaracsa,"(2023,8,8,0,0)","(2023,8,9,0,0)",100
Quitaracsa,"(2023,8,9,0,0)","(2023,8,10,0,0)",100
Quitaracsa,"(2023,8,9,0,0)","(2023,8,10,0,0)",100
Quitaracsa,"(2023,8,10,0,0)","(2023,8,11,0,0)",100
Quitaracsa,"(2023,8,10,0,0)","(2023,8,11,0,0)",100
Quitaracsa,"(2023,8,11,0,0)","(2023,8,12,0,0)",100
Quitaracsa,"(2023,8,11,0,0)","(2023,8,12,0,0)",100
Quitaracsa,"(2023,8,12,0,0)","(2023,8,13,0,0)",100
Quitaracsa,"(2023,8,12,0,0)","(2023,8,13,0,0)",100
Quitaracsa,"(2023,8,13,0,0)","(2023,8,14,0,0)",100
Quitaracsa,"(2023,8,13,0,0)","(2023,8,14,0,0)",100
Quitaracsa,"(2023,8,14,0,0)","(2023,8,15,0,0)",100
Quitaracsa,"(2023,8,14,0,0)","(2023,8,15,0,0)",100
Quitaracsa,"(2023,8,15,0,0)","(2023,8,16,0,0)",100
Quitaracsa,"(2023,8,15,0,0)","(2023,8,16,0,0)",100
Quitaracsa,"(2023,8,16,0,0)","(2023,8,17,0,0)",100
Quitaracsa,"(2023,8,16,0,0)","(2023,8,17,0,0)",100
Quitaracsa,"(2023,8,17,0,0)","(2023,8,18,0,0)",100
Quitaracsa,"(2023,8,17,0,0)","(2023,8,18,0,0)",100
Quitaracsa,"(2023,8,18,0,0)","(2023,8,19,0,0)",100
Quitaracsa,"(2023,8,18,0,0)","(2023,8,19,0,0)",100
Quitaracsa,"(2023,8,19,0,0)","(2023,8,20,0,0)",100
Quitaracsa,"(2023,8,19,0,0)","(2023,8,20,0,0)",100
Quitaracsa,"(2023,8,20,0,0)","(2023,8,21,0,0)",100
Quitaracsa,"(2023,8,20,0,0)","(2023,8,21,0,0)",100
Quitaracsa,"(2023,8,21,0,0)","(2023,8,22,0,0)",100
Quitaracsa,"(2023,8,21,0,0)","(2023,8,22,0,0)",100
Quitaracsa,"(2023,8,22,0,0)","(2023,8,23,0,0)",100
Quitaracsa,"(2023,8,22,0,0)","(2023,8,23,0,0)",100
Quitaracsa,"(2023,8,23,0,0)","(2023,8,24,0,0)",100
Quitaracsa,"(2023,8,23,0,0)","(2023,8,24,0,0)",100
Quitaracsa,"(2023,8,24,0,0)","(2023,8,25,0,0)",100
Quitaracsa,"(2023,8,24,0,0)","(2023,8,25,0,0)",100
Quitaracsa,"(2023,8,25,0,0)","(2023,8,26,0,0)",100
Quitaracsa,"(2023,8,25,0,0)","(2023,8,26,0,0)",100
Quitaracsa,"(2023,8,26,0,0)","(2023,8,27,0,0)",100
Quitaracsa,"(2023,8,26,5,0)","(2023,8,27,0,0)",100
Quitaracsa,"(2023,8,27,0,0)","(2023,8,28,0,0)",100
Quitaracsa,"(2023,8,27,0,0)","(2023,8,27,17,0)",100
Quitaracsa,"(2023,8,28,0,0)","(2023,8,29,0,0)",100
Quitaracsa,"(2023,8,29,0,0)","(2023,8,30,0,0)",100
Quitaracsa,"(2023,8,30,0,0)","(2023,8,31,0,0)",100
Quitaracsa,"(2023,8,31,0,0)","(2023,9,1,0,0)",100
Quitaracsa,"(2023,9,1,0,0)","(2023,9,2,0,0)",100
Quitaracsa,"(2023,9,2,0,0)","(2023,9,3,0,0)",100
Quitaracsa,"(2023,9,3,0,0)","(2023,9,4,0,0)",100
Quitaracsa,"(2023,9,4,0,0)","(2023,9,5,0,0)",100
Quitaracsa,"(2023,9,5,0,0)","(2023,9,6,0,0)",100
Quitaracsa,"(2023,9,6,0,0)","(2023,9,7,0,0)",100
Quitaracsa,"(2023,9,7,0,0)","(2023,9,8,0,0)",100
Quitaracsa,"(2023,9,8,0,0)","(2023,9,9,0,0)",100
Quitaracsa,"(2023,9,9,0,0)","(2023,9,10,0,0)",100
Quitaracsa,"(2023,9,10,0,0)","(2023,9,11,0,0)",100
Quitaracsa,"(2023,9,11,0,0)","(2023,9,12,0,0)",100
Quitaracsa,"(2023,9,12,0,0)","(2023,9,13,0,0)",100
Quitaracsa,"(2023,9,13,0,0)","(2023,9,14,0,0)",100
Quitaracsa,"(2023,9,14,0,0)","(2023,9,15,0,0)",100
Quitaracsa,"(2023,9,15,0,0)","(2023,9,16,0,0)",100
Quitaracsa,"(2023,9,16,0,0)","(2023,9,17,0,0)",100
Quitaracsa,"(2023,9,17,0,0)","(2023,9,18,0,0)",100
Quitaracsa,"(2023,9,18,0,0)","(2023,9,19,0,0)",100
Quitaracsa,"(2023,9,19,0,0)","(2023,9,20,0,0)",100
Quitaracsa,"(2023,9,20,0,0)","(2023,9,21,0,0)",100
Quitaracsa,"(2023,9,21,0,0)","(2023,9,22,0,0)",100
Quitaracsa,"(2023,9,22,0,0)","(2023,9,23,0,0)",100
Quitaracsa,"(2023,9,23,0,0)","(2023,9,24,0,0)",100
Quitaracsa,"(2023,9,24,0,0)","(2023,9,25,0,0)",100
Quitaracsa,"(2023,9,25,0,0)","(2023,9,26,0,0)",100
Quitaracsa,"(2023,9,26,0,0)","(2023,9,27,0,0)",100
Quitaracsa,"(2023,9,27,0,0)","(2023,9,28,0,0)",100
Quitaracsa,"(2023,9,28,0,0)","(2023,9,29,0,0)",100
Quitaracsa,"(2023,9,29,0,0)","(2023,9,30,0,0)",100
Quitaracsa,"(2023,9,30,0,0)","(2023,10,1,0,0)",100
Quitaracsa,"(2023,10,1,0,0)","(2023,10,2,0,0)",100
Quitaracsa,"(2023,10,2,0,0)","(2023,10,3,0,0)",100
Quitaracsa,"(2023,10,3,0,0)","(2023,10,4,0,0)",100
Quitaracsa,"(2023,10,4,0,0)","(2023,10,5,0,0)",100
Quitaracsa,"(2023,10,5,0,0)","(2023,10,6,0,0)",100
Quitaracsa,"(2023,10,6,0,0)","(2023,10,7,0,0)",100
Quitaracsa,"(2023,10,7,0,0)","(2023,10,8,0,0)",100
Quitaracsa,"(2023,10,8,0,0)","(2023,10,9,0,0)",100
Quitaracsa,"(2023,10,9,0,0)","(2023,10,10,0,0)",100
Quitaracsa,"(2023,10,10,0,0)","(2023,10,11,0,0)",100
Quitaracsa,"(2023,10,11,0,0)","(2023,10,12,0,0)",100
Quitaracsa,"(2023,10,12,0,0)","(2023,10,13,0,0)",100
Quitaracsa,"(2023,10,13,0,0)","(2023,10,14,0,0)",100
Quitaracsa,"(2023,10,14,0,0)","(2023,10,15,0,0)",100
Quitaracsa,"(2023,10,15,0,0)","(2023,10,16,0,0)",100
Quitaracsa,"(2023,10,16,0,0)","(2023,10,17,0,0)",100
Quitaracsa,"(2023,10,17,0,0)","(2023,10,18,0,0)",100
Quitaracsa,"(2023,10,18,0,0)","(2023,10,19,0,0)",100
Quitaracsa,"(2023,10,19,0,0)","(2023,10,20,0,0)",100
Quitaracsa,"(2023,10,20,0,0)","(2023,10,21,0,0)",100
Quitaracsa,"(2024,4,27,2,0)","(2024,4,28,0,0)",100
Quitaracsa,"(2024,4,27,2,0)","(2024,4,28,0,0)",100
Quitaracsa,"(2024,4,28,0,0)","(2024,4,28,16,0)",100
Quitaracsa,"(2024,4,28,0,0)","(2024,4,28,16,0)",100
Quitaracsa,"(2023,7,1,0,0)","(2023,7,2,0,0)",50
Quitaracsa,"(2023,7,2,0,0)","(2023,7,3,0,0)",50
Quitaracsa,"(2023,7,3,0,0)","(2023,7,4,0,0)",50
Quitaracsa,"(2023,7,4,0,0)","(2023,7,5,0,0)",50
Quitaracsa,"(2023,7,5,0,0)","(2023,7,6,0,0)",50
Quitaracsa,"(2023,7,6,0,0)","(2023,7,7,0,0)",50
Quitaracsa,"(2023,7,7,0,0)","(2023,7,8,0,0)",50
Quitaracsa,"(2023,7,8,0,0)","(2023,7,9,0,0)",50
Quitaracsa,"(2023,7,9,0,0)","(2023,7,10,0,0)",50
Quitaracsa,"(2023,7,10,0,0)","(2023,7,11,0,0)",50
Quitaracsa,"(2023,7,11,0,0)","(2023,7,12,0,0)",50
Quitaracsa,"(2023,7,12,0,0)","(2023,7,13,0,0)",50
Quitaracsa,"(2023,7,13,0,0)","(2023,7,14,0,0)",50
Quitaracsa,"(2023,7,14,0,0)","(2023,7,15,0,0)",50
Quitaracsa,"(2023,7,15,0,0)","(2023,7,16,0,0)",50
Quitaracsa,"(2023,7,16,0,0)","(2023,7,17,0,0)",50
Quitaracsa,"(2023,7,17,0,0)","(2023,7,18,0,0)",50
Quitaracsa,"(2023,7,18,0,0)","(2023,7,19,0,0)",50
Quitaracsa,"(2023,7,19,0,0)","(2023,7,20,0,0)",50
Quitaracsa,"(2023,7,20,0,0)","(2023,7,21,0,0)",50
Quitaracsa,"(2023,7,21,0,0)","(2023,7,22,0,0)",50
Quitaracsa,"(2023,7,22,0,0)","(2023,7,23,0,0)",50
Quitaracsa,"(2023,7,23,0,0)","(2023,7,24,0,0)",50
Quitaracsa,"(2023,7,24,0,0)","(2023,7,25,0,0)",50
Quitaracsa,"(2023,7,25,0,0)","(2023,7,26,0,0)",50
Quitaracsa,"(2023,7,26,0,0)","(2023,7,27,0,0)",50
Quitaracsa,"(2023,7,27,0,0)","(2023,7,28,0,0)",50
Quitaracsa,"(2023,7,28,0,0)","(2023,7,29,0,0)",50
Quitaracsa,"(2023,7,29,0,0)","(2023,7,30,0,0)",50
Quitaracsa,"(2023,7,30,0,0)","(2023,7,31,0,0)",50
Quitaracsa,"(2023,7,31,0,0)","(2023,8,1,0,0)",50
Quitaracsa,"(2023,8,1,0,0)","(2023,8,2,0,0)",50
Quitaracsa,"(2023,8,2,0,0)","(2023,8,3,0,0)",50
Quitaracsa,"(2023,8,3,0,0)","(2023,8,4,0,0)",50
Quitaracsa,"(2023,8,4,0,0)","(2023,8,5,0,0)",50
Quitaracsa,"(2023,8,5,0,0)","(2023,8,6,0,0)",50
Quitaracsa,"(2023,8,6,0,0)","(2023,8,7,0,0)",50
Quitaracsa,"(2023,8,7,0,0)","(2023,8,8,0,0)",50
Quitaracsa,"(2023,8,8,0,0)","(2023,8,9,0,0)",50
Quitaracsa,"(2023,8,9,0,0)","(2023,8,10,0,0)",50
Quitaracsa,"(2023,8,10,0,0)","(2023,8,11,0,0)",50
Quitaracsa,"(2023,8,10,0,0)","(2023,8,11,0,0)",50
Quitaracsa,"(2023,8,10,0,0)","(2023,8,11,0,0)",50
Quitaracsa,"(2023,8,11,0,0)","(2023,8,12,0,0)",50
Quitaracsa,"(2023,8,11,0,0)","(2023,8,12,0,0)",50
Quitaracsa,"(2023,8,11,0,0)","(2023,8,12,0,0)",50
Quitaracsa,"(2023,8,12,0,0)","(2023,8,13,0,0)",50
Quitaracsa,"(2023,8,12,0,0)","(2023,8,13,0,0)",50
Quitaracsa,"(2023,8,12,0,0)","(2023,8,13,0,0)",50
Quitaracsa,"(2023,8,13,0,0)","(2023,8,14,0,0)",50
Quitaracsa,"(2023,8,13,0,0)","(2023,8,14,0,0)",50
Quitaracsa,"(2023,8,13,0,0)","(2023,8,14,0,0)",50
Quitaracsa,"(2023,8,14,0,0)","(2023,8,15,0,0)",50
Quitaracsa,"(2023,8,14,0,0)","(2023,8,15,0,0)",50
Quitaracsa,"(2023,8,14,0,0)","(2023,8,15,0,0)",50
Quitaracsa,"(2023,8,15,0,0)","(2023,8,16,0,0)",50
Quitaracsa,"(2023,8,15,0,0)","(2023,8,16,0,0)",50
Quitaracsa,"(2023,8,15,0,0)","(2023,8,16,0,0)",50
Quitaracsa,"(2023,8,16,0,0)","(2023,8,17,0,0)",50
Quitaracsa,"(2023,8,16,0,0)","(2023,8,17,0,0)",50
Quitaracsa,"(2023,8,16,0,0)","(2023,8,17,0,0)",50
Quitaracsa,"(2023,8,17,0,0)","(2023,8,18,0,0)",50
Quitaracsa,"(2023,8,18,0,0)","(2023,8,19,0,0)",50
Quitaracsa,"(2023,8,19,0,0)","(2023,8,20,0,0)",50
Quitaracsa,"(2023,8,20,0,0)","(2023,8,21,0,0)",50
Quitaracsa,"(2023,8,21,0,0)","(2023,8,22,0,0)",50
Quitaracsa,"(2023,8,22,0,0)","(2023,8,23,0,0)",50
Quitaracsa,"(2023,8,23,0,0)","(2023,8,24,0,0)",50
Quitaracsa,"(2023,8,24,0,0)","(2023,8,25,0,0)",50
Quitaracsa,"(2023,8,25,0,0)","(2023,8,26,0,0)",50
Quitaracsa,"(2023,8,26,0,0)","(2023,8,27,0,0)",50
Quitaracsa,"(2023,8,27,0,0)","(2023,8,28,0,0)",50
Quitaracsa,"(2023,8,28,0,0)","(2023,8,29,0,0)",50
Quitaracsa,"(2023,8,29,0,0)","(2023,8,30,0,0)",50
Quitaracsa,"(2023,8,30,0,0)","(2023,8,31,0,0)",50
Quitaracsa,"(2023,8,31,0,0)","(2023,9,1,0,0)",50
Quitaracsa,"(2023,9,1,0,0)","(2023,9,2,0,0)",50
Quitaracsa,"(2023,9,2,0,0)","(2023,9,3,0,0)",50
Quitaracsa,"(2023,9,3,0,0)","(2023,9,4,0,0)",50
Quitaracsa,"(2023,9,4,0,0)","(2023,9,5,0,0)",50
Quitaracsa,"(2023,9,5,0,0)","(2023,9,6,0,0)",50
Quitaracsa,"(2023,9,6,0,0)","(2023,9,7,0,0)",50
Quitaracsa,"(2023,9,7,0,0)","(2023,9,8,0,0)",50
Quitaracsa,"(2023,9,8,0,0)","(2023,9,9,0,0)",50
Quitaracsa,"(2023,9,9,0,0)","(2023,9,10,0,0)",50
Quitaracsa,"(2023,9,10,0,0)","(2023,9,11,0,0)",50
Quitaracsa,"(2023,9,11,0,0)","(2023,9,12,0,0)",50
Quitaracsa,"(2023,9,12,0,0)","(2023,9,13,0,0)",50
Quitaracsa,"(2023,9,13,0,0)","(2023,9,14,0,0)",50
Quitaracsa,"(2023,9,14,0,0)","(2023,9,15,0,0)",50
Quitaracsa,"(2023,9,15,0,0)","(2023,9,16,0,0)",50
Quitaracsa,"(2023,9,16,0,0)","(2023,9,17,0,0)",50
Quitaracsa,"(2023,9,17,0,0)","(2023,9,18,0,0)",50
Quitaracsa,"(2023,9,17,5,0)","(2023,9,17,17,0)",50
Quitaracsa,"(2023,9,17,5,0)","(2023,9,17,17,0)",50
Quitaracsa,"(2023,9,18,0,0)","(2023,9,19,0,0)",50
Quitaracsa,"(2023,9,19,0,0)","(2023,9,20,0,0)",50
Quitaracsa,"(2023,9,20,0,0)","(2023,9,21,0,0)",50
Quitaracsa,"(2023,9,21,0,0)","(2023,9,22,0,0)",50
Quitaracsa,"(2023,9,22,0,0)","(2023,9,23,0,0)",50
Quitaracsa,"(2023,9,23,0,0)","(2023,9,24,0,0)",50
Quitaracsa,"(2023,9,24,0,0)","(2023,9,25,0,0)",50
Quitaracsa,"(2023,9,25,0,0)","(2023,9,26,0,0)",50
Quitaracsa,"(2023,9,26,0,0)","(2023,9,27,0,0)",50
Quitaracsa,"(2023,9,27,0,0)","(2023,9,28,0,0)",50
Quitaracsa,"(2023,9,28,0,0)","(2023,9,29,0,0)",50
Quitaracsa,"(2023,9,29,0,0)","(2023,9,30,0,0)",50
Quitaracsa,"(2023,9,30,0,0)","(2023,10,1,0,0)",50
Quitaracsa,"(2023,10,1,0,0)","(2023,10,2,0,0)",50
Quitaracsa,"(2023,10,2,0,0)","(2023,10,3,0,0)",50
Quitaracsa,"(2023,10,3,0,0)","(2023,10,4,0,0)",50
Quitaracsa,"(2023,10,4,0,0)","(2023,10,5,0,0)",50
Quitaracsa,"(2023,10,5,0,0)","(2023,10,6,0,0)",50
Quitaracsa,"(2023,10,6,0,0)","(2023,10,7,0,0)",50
Quitaracsa,"(2023,10,7,0,0)","(2023,10,8,0,0)",50
Quitaracsa,"(2023,10,8,0,0)","(2023,10,9,0,0)",50
Quitaracsa,"(2023,10,9,0,0)","(2023,10,10,0,0)",50
Quitaracsa,"(2023,10,10,0,0)","(2023,10,11,0,0)",50
Quitaracsa,"(2023,10,11,0,0)","(2023,10,12,0,0)",50
Quitaracsa,"(2023,10,12,0,0)","(2023,10,13,0,0)",50
Quitaracsa,"(2023,10,13,0,0)","(2023,10,14,0,0)",50
Quitaracsa,"(2023,10,14,0,0)","(2023,10,15,0,0)",50
Quitaracsa,"(2023,10,15,0,0)","(2023,10,16,0,0)",50
Quitaracsa,"(2023,10,16,0,0)","(2023,10,17,0,0)",50
Quitaracsa,"(2023,10,17,0,0)","(2023,10,18,0,0)",50
Quitaracsa,"(2023,10,18,0,0)","(2023,10,19,0,0)",50
Quitaracsa,"(2023,10,19,0,0)","(2023,10,20,0,0)",50
Quitaracsa,"(2023,10,20,0,0)","(2023,10,21,0,0)",50
Quitaracsa,"(2023,10,21,0,0)","(2023,10,22,0,0)",50
Quitaracsa,"(2023,10,22,0,0)","(2023,10,23,0,0)",50
Quitaracsa,"(2023,10,23,0,0)","(2023,10,24,0,0)",50
Quitaracsa,"(2023,10,24,0,0)","(2023,10,25,0,0)",50
Quitaracsa,"(2023,10,25,0,0)","(2023,10,26,0,0)",50
Quitaracsa,"(2023,10,26,0,0)","(2023,10,27,0,0)",50
Quitaracsa,"(2023,10,27,0,0)","(2023,10,28,0,0)",50
Quitaracsa,"(2023,10,28,0,0)","(2023,10,29,0,0)",50
Quitaracsa,"(2023,10,29,0,0)","(2023,10,30,0,0)",50
Quitaracsa,"(2023,10,30,0,0)","(2023,10,31,0,0)",50
Quitaracsa,"(2023,10,31,0,0)","(2023,11,1,0,0)",50
Quitaracsa,"(2023,11,1,0,0)","(2023,11,2,0,0)",50
Quitaracsa,"(2023,11,2,0,0)","(2023,11,3,0,0)",50
Quitaracsa,"(2023,11,3,0,0)","(2023,11,4,0,0)",50
Quitaracsa,"(2023,11,4,0,0)","(2023,11,5,0,0)",50
Quitaracsa,"(2023,11,5,0,0)","(2023,11,6,0,0)",50
Quitaracsa,"(2023,11,6,0,0)","(2023,11,7,0,0)",50
Quitaracsa,"(2023,11,7,0,0)","(2023,11,8,0,0)",50
Quitaracsa,"(2023,11,8,0,0)","(2023,11,9,0,0)",50
Quitaracsa,"(2023,11,9,0,0)","(2023,11,10,0,0)",50
Quitaracsa,"(2023,11,10,0,0)","(2023,11,11,0,0)",50
Quitaracsa,"(2023,11,11,0,0)","(2023,11,12,0,0)",50
Quitaracsa,"(2023,11,12,0,0)","(2023,11,13,0,0)",50
Quitaracsa,"(2023,11,13,0,0)","(2023,11,14,0,0)",50
Quitaracsa,"(2023,11,14,0,0)","(2023,11,15,0,0)",50
Quitaracsa,"(2023,11,15,0,0)","(2023,11,16,0,0)",50
Quitaracsa,"(2023,11,16,0,0)","(2023,11,17,0,0)",50
Quitaracsa,"(2023,11,17,0,0)","(2023,11,18,0,0)",50
Quitaracsa,"(2023,11,18,0,0)","(2023,11,18,17,0)",50
Quitaracsa,"(2023,11,18,0,0)","(2023,11,19,0,0)",50
Quitaracsa,"(2023,11,19,0,0)","(2023,11,20,0,0)",50
Quitaracsa,"(2023,11,20,0,0)","(2023,11,21,0,0)",50
Quitaracsa,"(2023,11,21,0,0)","(2023,11,22,0,0)",50
Quitaracsa,"(2023,12,9,23,0)","(2023,12,10,0,0)",50
Quitaracsa,"(2023,12,10,0,0)","(2023,12,10,17,0)",50
Quitaracsa,"(2023,12,10,5,0)","(2023,12,10,17,0)",50
Quitaracsa,"(2024,1,7,5,0)","(2024,1,7,17,0)",50
Quitaracsa,"(2024,1,7,5,0)","(2024,1,7,17,0)",50
Quitaracsa,"(2024,2,18,5,0)","(2024,2,18,17,0)",50
Quitaracsa,"(2024,2,18,5,0)","(2024,2,18,17,0)",50
Quitaracsa,"(2024,3,19,5,0)","(2024,3,19,17,0)",50
Quitaracsa,"(2024,3,19,5,0)","(2024,3,19,17,0)",50
Quitaracsa,"(2024,4,7,5,0)","(2024,4,7,17,0)",50
Quitaracsa,"(2024,4,7,5,0)","(2024,4,7,17,0)",50
Quitaracsa,"(2024,5,1,0,0)","(2024,5,2,0,0)",50
Quitaracsa,"(2024,5,2,0,0)","(2024,5,3,0,0)",50
Quitaracsa,"(2024,5,3,0,0)","(2024,5,4,0,0)",50
Quitaracsa,"(2024,5,4,0,0)","(2024,5,5,0,0)",50
Quitaracsa,"(2024,5,5,0,0)","(2024,5,6,0,0)",50
Quitaracsa,"(2024,5,6,0,0)","(2024,5,7,0,0)",50
Quitaracsa,"(2023,7,16,5,0)","(2023,7,16,17,0)",50
Quitaracsa,"(2023,7,16,5,0)","(2023,7,16,17,0)",50
Quitaracsa,"(2023,8,17,0,0)","(2023,8,18,0,0)",50
Quitaracsa,"(2023,8,17,0,0)","(2023,8,18,0,0)",50
Quitaracsa,"(2023,8,17,0,0)","(2023,8,18,0,0)",50
Quitaracsa,"(2023,8,17,0,0)","(2023,8,18,0,0)",50
Quitaracsa,"(2023,8,18,0,0)","(2023,8,19,0,0)",50
Quitaracsa,"(2023,8,18,0,0)","(2023,8,19,0,0)",50
Quitaracsa,"(2023,8,18,0,0)","(2023,8,19,0,0)",50
Quitaracsa,"(2023,8,18,0,0)","(2023,8,19,0,0)",50
Quitaracsa,"(2023,8,19,0,0)","(2023,8,20,0,0)",50
Quitaracsa,"(2023,8,19,0,0)","(2023,8,20,0,0)",50
Quitaracsa,"(2023,8,19,0,0)","(2023,8,20,0,0)",50
Quitaracsa,"(2023,8,19,0,0)","(2023,8,20,0,0)",50
Quitaracsa,"(2023,8,20,0,0)","(2023,8,21,0,0)",50
Quitaracsa,"(2023,8,20,0,0)","(2023,8,21,0,0)",50
Quitaracsa,"(2023,8,20,0,0)","(2023,8,21,0,0)",50
